id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1176077304804611453,"Cosy, central canal-side apartm",503258522,Heindrich,,De Baarsjes - Oud-West,52.366024,4.8740465,Entire home/apt,133,4,4,2024-07-19,0.47,1,53,4,0363a50caa85a7ffa4c4
1176115172470371169,Charming Urban Retreat + Terrace,47500421,Alexander,,Zuid,52.35764812755894,4.873537076913055,Entire home/apt,,4,3,2024-07-18,0.35,1,0,3,0363 F41A 0E6A 42A9 F7E4
1176190990122249511,Ruim en licht appartement.,35394491,Bob,,Westerpark,52.37571,4.87526,Entire home/apt,450,1,3,2024-12-01,0.48,1,207,3,0363 6768 2E04 E47E 0E3E
1176577806780353372,Spacious and Bright Apartment,245944457,Jet,,Westerpark,52.37962,4.87392,Entire home/apt,234,3,3,2024-10-01,0.36,1,74,3,0363 4F61 2C6C 66F3 990C
1176617032842137376,Family house in Amsterdam Noord,12605820,Sebastian,,Oud-Noord,52.3879422366458,4.949651212639637,Entire home/apt,324,1,2,2024-08-13,0.28,1,315,2,0363 A56B BBE7 D0A9 9198
1176621846454140561,In the heart of Amsterdam! 30/30,51368565,Sanne,,Centrum-West,52.3726512,4.897263500000001,Entire home/apt,,3,7,2024-09-29,0.85,1,0,7,0363 8025 E0C1 6152 5787
1176677799462262624,"Room for 4 guests, opposite Central Station",582044262,NH Collection Amsterdam Barbiz,,Centrum-West,52.37651,4.90023,Private room,315,1,10,2024-12-22,1.29,6,102,10,Exempt
1176677799468702286,Junior Suite at NH Collection Amsterdam,582044262,NH Collection Amsterdam Barbiz,,Centrum-West,52.37651,4.90023,Private room,382,1,0,,,6,100,0,Exempt
1176677911299692363,Premium hotel room by NH Collection Amsterdam,582044262,NH Collection Amsterdam Barbiz,,Centrum-West,52.37651,4.90023,Private room,266,1,1,2024-10-06,0.20,6,108,1,Exempt
1176677913435038349,Amazing hotel room with views by NH Collection,582044262,NH Collection Amsterdam Barbiz,,Centrum-West,52.37651,4.90023,Private room,288,1,0,,,6,108,0,Exempt
1176678017631130360,Superior hotel room across central station by NH,582044262,NH Collection Amsterdam Barbiz,,Centrum-West,52.37651,4.90023,Private room,,1,2,2025-01-19,0.40,6,86,2,Exempt
1176678033005456343,Superior hotel room with views by NH Collection,582044262,NH Collection Amsterdam Barbiz,,Centrum-West,52.37651,4.90023,Private room,,1,1,2025-02-07,1,6,107,1,Exempt
1176811163696942955,Luxury apartment Amsterdam zuid,353430279,Lejla,,De Pijp - Rivierenbuurt,52.3448325,4.9112406,Entire home/apt,230,1,5,2024-10-21,0.59,1,269,5,0363 DEF0 68A1 BA22 B529
1176911332097104415,Canal house + Big garden @ Canals,2329292,Cedric Didius,,Centrum-West,52.37814024195046,4.890701688688871,Entire home/apt,720,5,3,2025-01-04,0.43,1,46,3,0363 9D20 035C BB99 64BB
1176963583689819570,Cozy apartment at Erasmuspark,142376078,Steyn,,Bos en Lommer,52.37390756706705,4.850065730604468,Entire home/apt,203,3,1,2024-10-04,0.20,1,14,1,0363 17D9 A2DC 77D4 7360
1177299826695047969,Modern appartement,20894871,Nilüfer,,Bos en Lommer,52.37576,4.84711,Entire home/apt,352,2,2,2024-08-14,0.28,1,61,2,0363 78DB F9BE 0490 F4D0
1177381421640131932,Spacious quad with accessible features,559444009,EasyHotel Amsterdam City Center,,De Pijp - Rivierenbuurt,52.35224,4.89166,Private room,,1,1,2025-01-10,0.58,7,22,1,Exempt
1177399335096020290,Modern flat near the centre,111742151,Wendy,,De Baarsjes - Oud-West,52.36100852511515,4.8615736017208455,Entire home/apt,,4,1,2024-10-22,0.23,1,0,1,0363 1783 D92F C406 C5CA
1177416151176361450,Spacious & Sunny Maisonette with Roof Terrace,15158332,Frans,,De Pijp - Rivierenbuurt,52.345532937699765,4.88915972325782,Entire home/apt,,3,0,,,1,0,0,0363 8C4C E54C 556A 9019
1178014267265258452,Amazing place along Amstel-river,326772808,Raymond,,Oud-Oost,52.35867,4.90606,Entire home/apt,,2,3,2024-11-03,0.42,1,0,3,0363 898A F1E5 8EB8 CC85
1178251225165895668,Stylish design appartement - 5 min van het centrum,143518985,Jetske,,Oud-Noord,52.3860271,4.915759299999999,Entire home/apt,,1,0,,,1,0,0,0363 1F43 52CE 3FCF 771C
1178341425568409118,Loft design apartment in Centre Museum Quarter,583312213,Timotheus,,Zuid,52.35965054933986,4.881404037508269,Entire home/apt,665,1,2,2024-07-09,0.24,1,269,2,0363 4448 BC62 916E 8440
1178362816154904565,Light apartment in Amsterdam,49847642,Teresa,,Bos en Lommer,52.37896,4.85156,Entire home/apt,135,3,2,2024-07-26,0.24,1,61,2,0363 6284 AACF 448F 3EF6
1178778369466247253,Lovely spacious house with garden & 2 cats,29652940,Kim,,Oud-Noord,52.3989637,4.9041804,Entire home/apt,198,3,8,2025-02-23,0.96,1,8,8,0363 06E2 3FD7 A3F5 A214
1178807963700943995,Sunny Apartment Near Jordaan,31963683,Martine,,Centrum-West,52.379698003146416,4.879857931727595,Entire home/apt,,14,0,,,1,0,0,0363 90AA FCD8 A1D4 F3AC
1178897992888805040,"NEW! Grand Casa Bilyve, 15 min to Central Station",14896844,Yvette,,IJburg - Zeeburgereiland,52.36134671884222,4.981262230105203,Entire home/apt,,4,3,2024-08-30,0.43,1,0,3,0363 C18E 69CF DAD5 6438
1179444246852717134,Feel like a local in spacious and bright apartment,32681549,Sabine,,Oud-Oost,52.35138,4.91657,Entire home/apt,250,10,0,,,1,27,0,0363 CEF4 6E80 EDF7 95B7
1179483266601973751,Cosy romantic apartment in de Pijp,5889171,Anna,,De Pijp - Rivierenbuurt,52.351744,4.887916,Entire home/apt,,3,0,,,1,0,0,
1179502261436954969,Well-connected Sunny Apartment,277329,Sarah,,De Baarsjes - Oud-West,52.371239272854865,4.8623547703027725,Entire home/apt,,4,4,2024-12-30,0.54,1,0,4,abcd 1234 ab12 89EF A0F9
1179504622937734554,Renovated Stylish Apartment @ Amsterdam West,143945194,Nicolas,,Osdorp,52.35664443804658,4.79778418063306,Entire home/apt,98,3,2,2025-01-05,0.83,1,1,2,0363 D139 990A 9485 B970
1179524760701776264,Private room 3 persons shared ap,139075883,Woen Yi Jira,,De Baarsjes - Oud-West,52.3704,4.85229,Private room,45,3,5,2024-10-18,0.60,4,361,5,0363 CA44 56DC 6CA3 2ED1
1179525685792156339,Funky house boat,492470123,Bas,,Centrum-Oost,52.3632,4.90207,Entire home/apt,332,2,3,2025-01-05,0.64,1,243,3,0363 C2F3 B940 EF60 796C
1179724111664903559,Cosy colourful canal house,4076982,Henriette,,Centrum-West,52.374980406666964,4.881759232329246,Entire home/apt,,2,3,2024-08-15,0.42,1,0,3,0363 C4E6 BB5C 0EA4 D35C
1180135615724000277,Cosy Family Appartment,2310949,Bruno Fabien Claude,,De Baarsjes - Oud-West,52.3608117,4.8589534,Entire home/apt,285,1,1,2024-08-07,0.14,1,62,1,0363 5E44 8229 BB77 E129
1180197188509373473,Unique loft in Old West,87669768,Josephus Johannes Arnoldus,,De Baarsjes - Oud-West,52.36024,4.85697,Entire home/apt,270,3,5,2024-12-31,0.63,1,237,5,0363 D816 9C47 5781 C180
1180215804639175852,Bright and light,9333389,Michael,,Bos en Lommer,52.383152,4.8523935,Entire home/apt,99,3,1,2025-02-22,1,1,11,1,0363 BABB 17F1 53AC D277
1180354236976976471,studio imber,64738992,Pim,,De Aker - Nieuw Sloten,52.34617373247848,4.789446492660081,Entire home/apt,114,2,44,2025-02-14,5.20,1,72,44,0363BB28BBB774D35B4B
1180413840741959699,Loft de Pijp,42350347,Pieter,,De Pijp - Rivierenbuurt,52.35390244561095,4.889959730207919,Entire home/apt,189,1,2,2024-07-10,0.25,1,240,2,0363 32D1 D6F0 4B90 4401
1180452947062519582,Cosy & Modern Apartment with lift in OudWest,465821043,Derya,,De Baarsjes - Oud-West,52.367013261477325,4.860503649076342,Entire home/apt,,4,4,2024-09-30,0.52,1,0,4,036392701E567B11ADFF
1180456805090338655,"NEW: Large studio, quite, city centre",218617542,Marc,,Centrum-Oost,52.37259113591195,4.905473734129742,Entire home/apt,262,4,2,2025-01-07,0.47,1,58,2,0363 FC3F 9902 D075 4990
1180923210627765387,Arthouse in de Pijp,6498688,Robbert,,De Pijp - Rivierenbuurt,52.3557068,4.8991977,Entire home/apt,423,1,0,,,1,171,0,0363 8F4B 9878 3FEB 793D
1180957714148737687,Let Your Soul Fly In The Heart Of Amsterdam,16336730,Samuel,,Centrum-West,52.368,4.8792,Entire home/apt,,1,10,2025-01-05,1.44,1,0,10,0363 7236 D001 E4AA 92B0
1180978835185436626,Mooi modern appartement,28102740,Elmar,,Slotervaart,52.36390526234089,4.837598651647568,Entire home/apt,,3,4,2025-02-16,0.99,1,4,4,0363 AE4A E6A7 1BFD 8530
1180998854199601748,Fijn familiehuis nabij Jordaan,509835809,Frederic,,Bos en Lommer,52.379238322195974,4.862709927865152,Entire home/apt,350,5,0,,,1,103,0,0363 AD83 B7AA 5B43 7019
1181051978682995403,Cozy flat next to Vondelpark,41651111,Tabea,,De Baarsjes - Oud-West,52.359823130391014,4.865305914668247,Entire home/apt,900,3,4,2024-09-15,0.52,1,93,4,0363 AB3B B088 73A8 9E44
1181098759907488188,Amsterdam city center,24574690,Fenna,,Centrum-West,52.37619,4.90132,Entire home/apt,500,5,1,2024-10-20,0.22,1,90,1,0363 4E8A 6E38 32BC 43B8
1181135553843560438,Benedenwoning met tuin in de Pijp,28695043,Margot,,De Pijp - Rivierenbuurt,52.35164645117914,4.897718305352292,Entire home/apt,242,3,5,2024-10-31,0.68,1,55,5,0363 50BB 2350 C001 715F
1181136038642103493,Backstage Hotel Twin/Double Room,565327731,Daan,,Centrum-West,52.3654021796581,4.880213684655765,Private room,140,1,43,2025-02-26,6.23,4,320,43,Exempt
1181229222953880338,Studio 15 New Centrum Amsterdam,575172686,Andrea,,Centrum-West,52.378,4.89575,Entire home/apt,162,2,7,2024-07-21,0.83,14,4,7,ABCD 1234 AB12 89EF A0F9
1181535017464117391,Design house with garden & cat,4602459,Janne Marte Mei,,Noord-West,52.415232,4.8996391,Entire home/apt,207,3,3,2025-01-04,0.45,1,11,3,0363 3111 DD93 C45E 66D3
1181653035864638754,Cosy Appartement idéal famille avec jeunes enfants,584176642,Matthieu,,De Pijp - Rivierenbuurt,52.34697150475191,4.888432277691921,Entire home/apt,,6,0,,,1,0,0,0363 BBDF 0B01 6371 14DA
1181716379303902771,Bright 1930s apartment,2197258,Iris,,De Baarsjes - Oud-West,52.36134,4.85304,Entire home/apt,167,3,0,,,1,118,0,0363 F31D C42B E1EE A8E3
1181796264779445067,Entire family home in Amsterdam,43745391,Laura,,De Baarsjes - Oud-West,52.3670689,4.8634672,Entire home/apt,475,3,0,,,1,123,0,0363 95B1 4175 4F51 F4DA
1181937532056199052,Family apartment with garden in Amsterdam Noord,3188645,Lotje,,Noord-West,52.40549,4.89848,Entire home/apt,180,3,6,2024-10-25,0.87,1,5,6,0363 5F1A 64A4 5E96 9295
1181981878243958595,Appartement in Amsterdam-West met 1 kingsize bed,33753468,Matthijs,,De Baarsjes - Oud-West,52.36815199999999,4.852335,Entire home/apt,126,2,7,2025-02-10,1.11,1,22,7,0363 417B 5EFE 4AF2 1921
1181997087982378544,Appartement in de Pijp,65511298,Sanne,,De Pijp - Rivierenbuurt,52.35006,4.90228,Entire home/apt,325,2,5,2024-09-28,0.61,1,7,5,0363 9C71 27F5 DB13 5DFF
1182324818924813675,Appartement in stadsdeel centrum,83487785,Nadine,,Centrum-Oost,52.36767238690038,4.897859715344222,Entire home/apt,,3,4,2024-10-13,0.56,1,0,4,0363 30D8 C2BB CA0B A1D8
1182416526685627115,Casa Sereno,584169173,Yordanos,,Noord-West,52.40871,4.91523,Entire home/apt,270,1,0,,,1,365,0,0363 D47A 7A5C A900 59E5
1182598488601720723,Bohemian Loft,23035578,David,,Oud-Noord,52.387452,4.9040853,Entire home/apt,,3,0,,,1,0,0,0363 415E 1009 361C F106
1182729424500702743,Relaxing terrace in Amsterdam,10036906,Maria,,De Baarsjes - Oud-West,52.36774140915891,4.869125671684742,Entire home/apt,521,7,0,,,1,165,0,0363 FD62 FAD4 F116 4142
1183345118316628945,Beautiful home adjacent to Vondelpark,264509397,Fleur,,De Baarsjes - Oud-West,52.3580035,4.8575884,Entire home/apt,400,1,4,2025-01-19,0.57,1,358,4,0363 60DA 99D8 5937 443F
1183409573575639040,Privé appartement met dakterras,194987551,Diane,,Centrum-West,52.371764727756194,4.8953405767679214,Entire home/apt,,2,4,2024-11-11,0.59,1,1,4,0363 F75A 17C8 A97E C4C8
1183855225518486613,Westerpark Appartement,525586502,Wartan,,Westerpark,52.3861,4.88243,Entire home/apt,,2,0,,,1,0,0,0363 70CA CC5C 7BAC 6EC0
1183911401666607586,Stylish apartment in Amsterdam,95530747,Joris,,Oud-Oost,52.35361534374444,4.9180457384219,Entire home/apt,204,3,3,2024-09-16,0.38,1,69,3,0363 57DA 10C4 334C 6F49
1183961838630157317,Luxury Family House centre of Amsterdam,1553942,Jelle,,Zuid,52.35392432985919,4.878044598950195,Entire home/apt,411,4,1,2024-08-11,0.15,1,98,1,0363 E21A C207 690D 2F5D
1184061975809339566,Apartamento lindo y 3 min del encantador Jordaan,120119854,Ines,,Westerpark,52.374702324554434,4.874324178353498,Entire home/apt,247,2,4,2024-12-31,0.59,1,15,4,0363 B0F2 363C BEE5 B05F
1184293803085561378,Amsterdam cannel apartment,584678723,Florian,,Oud-Oost,52.36505349999999,4.9255661,Entire home/apt,,3,0,,,1,276,0,0363 7886 32F1 1F2F 1717
1184497136193326756,Woning in De Oude Pijp,14921773,Nikolaos Alexandros,,De Pijp - Rivierenbuurt,52.355281395843676,4.8897952137350265,Entire home/apt,,1,1,2024-12-15,0.38,1,4,1,0363 3606 FB73 55A7 F043
1184610797157914530,Heerlijke gezinswoning met tuin,444263753,Marnix,,IJburg - Zeeburgereiland,52.35705524069113,4.994702484458826,Entire home/apt,275,3,0,,,1,180,0,0363 8B4F CE5E E923 8A2E
1184732946703344486,Canal Loft in de Pijp,51729198,Lisa,,De Pijp - Rivierenbuurt,52.35129,4.88787,Entire home/apt,198,3,2,2025-01-02,0.32,1,152,2,0363 D646 287C CBD9 64A4
1184869576212237827,"Bright, balcony, prime location",8019698,Valerie,,De Pijp - Rivierenbuurt,52.351736,4.8929345,Entire home/apt,,3,3,2024-10-21,0.49,1,0,3,0363 8509 A1AD 5BB3 58F6
1184896278456481888,Newly Renovated Canalhouse AP @ City Center,585081797,Feikje,,Centrum-West,52.37463,4.89155,Entire home/apt,,2,7,2024-10-13,1.24,1,0,7,0363 9061 9904 8ACF C511
1184932426717764480,Cosy room in Amsterdam Oost,385712818,Melanie,,Oud-Oost,52.3540501818718,4.924790997771682,Private room,,1,1,2024-10-06,0.20,1,0,1,0363 8BB1 2667 AE1C 9010
1185313685096921578,Elegant apartment in Amsterdam,80856308,Ashkhen Vladimir,,Buitenveldert - Zuidas,52.32534208205952,4.859991159056663,Entire home/apt,195,5,1,2024-12-30,0.47,1,349,1,0363 EBB2 5A07 9F30 1A29
1185324674322310471,Cosy apartment in Amsterdam-West,120594961,Roemer,,De Baarsjes - Oud-West,52.37035,4.84948,Entire home/apt,,1,4,2025-01-20,0.53,1,0,4,0363 8621 6825 C483 F5ED
1185366514849351458,Prinsengracht,585186536,Jenny,,Centrum-West,52.37743700000001,4.886041,Entire home/apt,599,2,15,2025-02-15,2.14,1,300,15,0363 7400 F89F 97A8 812C
1185420416642110583,Modern en licht appartement,34457281,Yasmine,,Slotervaart,52.35095577969617,4.840322270691304,Entire home/apt,212,2,0,,,1,33,0,
1185469575694835510,Appartement in het centrum van Amsterdam,342329793,Jacques,,Centrum-West,52.382501502515574,4.884397630688477,Entire home/apt,,3,3,2024-09-29,0.47,1,0,3,0363 E4F9 9A8B B53D C565
1185487960190472923,Vondelpark Apartment,73686455,Sophie,,De Baarsjes - Oud-West,52.35832,4.85739,Entire home/apt,428,3,0,,,1,358,0,
1185490678990174923,Private and cosy apartment in North,157237952,Sander,,Noord-Oost,52.39406728099738,4.955003331866321,Entire home/apt,,2,2,2024-12-01,0.54,1,0,2,03633376F81975DE3A6C
1185586036917605403,Fantastic Roof Garden Views,235181141,Gatis,,Zuid,52.35004102509403,4.854232545677467,Entire home/apt,626,2,9,2024-10-26,1.60,1,95,9,0363 F9AD A529 B9A1 F49C
1185606056175000238,Beautiful apartment - authentic Amsterdam building,118379993,Julie,,Centrum-West,52.37962,4.89496,Entire home/apt,,5,3,2024-09-15,0.42,1,0,3,0363 968A AFD4 A8FC 00EA
1185634573419807302,Cozy corner apartment parkview,199498476,Bodil,,De Pijp - Rivierenbuurt,52.3409325,4.9091262,Entire home/apt,419,2,5,2024-10-21,0.63,1,312,5,0363 8707 E0B9 7E85 6984
1185983794651705099,Modern cozy two bedroom Amsterdam apartment,83635226,Rima,,De Pijp - Rivierenbuurt,52.34301,4.8990016,Entire home/apt,388,3,5,2025-01-02,0.63,1,229,5,0363 E55E 2BB0 DDD4 1D69
1186062726330374442,Bright apartment in De Pijp,14149436,Barbara,,De Pijp - Rivierenbuurt,52.35239238146991,4.903670898061925,Entire home/apt,214,30,7,2024-09-09,1.00,1,90,7,0363 95AB 5105 B137 496D
1186074456009761291,Spacious and light apartment with roof terrace,21973786,Ties,,Zuid,52.35378270513427,4.846700128934742,Entire home/apt,,3,5,2024-10-22,0.63,1,0,5,0363 66E0 5199 593D E4E5
1186082597636402881,Ruim familiehuis met 3 slaapkamers en grote tuin,552492390,Brechtje,,Watergraafsmeer,52.34371475626457,4.92770299187717,Entire home/apt,,3,5,2024-10-30,0.73,1,0,5,0363 AD39 5587 9B93 D968
1186108623723057069,Moderne flat in Amsterdam-West,145508536,Joëlle,,Bos en Lommer,52.37577758995627,4.837445116918957,Entire home/apt,,3,1,2024-08-02,0.14,1,0,1,0363 9F81 676A E258 D3B2
1186127686696838762,Appartment in Bos en Lommer (Amsterdam-West),585411211,Robin,,Bos en Lommer,52.38363140000001,4.8546546,Entire home/apt,129,18,0,,,1,122,0,0363 CF80 0FCF F494 832E
1186258701247422956,Stylish flat in Amsterdam Center,227317547,Ozan,,Zuid,52.35339724678645,4.885861650109291,Entire home/apt,258,3,4,2025-01-01,0.57,1,16,4,03639F56478F48E2EA6D
1186327798625234134,Modern apartment with garden,13274593,Piet,,De Baarsjes - Oud-West,52.3613,4.85568,Entire home/apt,,2,1,2024-07-20,0.13,2,0,1,0363 F532 20E3 0E47 1F8D
1186335146751574719,Cozy appartment (75m2) in Pijp region,462680028,Marc,,De Pijp - Rivierenbuurt,52.353699399902894,4.905400301684602,Entire home/apt,,12,1,2024-11-19,0.29,1,6,1,0363779342327F0948CD
1186670811236802821,Ruim appartement op hele leuke centrale locatie!,585582439,Otto Godert,,De Baarsjes - Oud-West,52.36090295439217,4.8662516491724945,Entire home/apt,,2,0,,,1,0,0,0363 3371 D356 B0ED 5DA2
1186738894881291211,Helmer appartement in centrum Amsterdam,110752593,Anne,,De Baarsjes - Oud-West,52.3650437,4.8763966,Entire home/apt,359,3,0,,,1,331,0,0363 5C7E 7021 E271 B92B
1186800508654659565,Sunny Apt in Amsterdam Old South,280638255,Jeandré,,Zuid,52.34389,4.85816,Entire home/apt,275,1,3,2024-12-28,0.53,1,157,3,0363 D4F3 EB8F A5B1 6181
1186874412259915583,Luxueus appartement Amsterdam Zuid,85062216,Marnix,,Zuid,52.35254,4.84841,Entire home/apt,628,1,0,,,1,365,0,0363 8195 3BA7 53CA ADE7
1186906990979678474,Familyhouse in Amsterdam West,527671767,Elise,,Bos en Lommer,52.37755635863769,4.8579607218222565,Entire home/apt,216,4,2,2025-01-01,0.29,1,6,2,03635537B086051C6EAE
1187441092952056547,Stylish 2BR city center apt!,585805080,Rosanne,,Centrum-Oost,52.37004,4.92448,Entire home/apt,288,3,5,2024-08-16,0.68,1,14,5,0363 0BCA CA6C 9C03 948C
1187462461584862953,"Amsterdam, Zunderdorp",585808652,Robert-Willem,,Noord-Oost,52.40696699999999,4.9652396,Entire home/apt,190,1,0,,,1,326,0,
1187500256551808646,Spacious & centrally located home & garden,6664360,Sharon,,Zuid,52.3474721,4.880092299999999,Entire home/apt,315,3,2,2025-01-03,0.28,2,81,2,0363 C04B 2D0C 54FB E041
1187910261245781553,Casa Bella,68684086,Samuel,,IJburg - Zeeburgereiland,52.35253239999999,5.0014478,Entire home/apt,115,1,3,2025-01-25,0.40,1,167,3,0363 6AD0 E58D F7BE 06FA
1188266905037900362,Child-friendly apartment,8683118,Ralph,,Oostelijk Havengebied - Indische Buurt,52.36528,4.94035,Entire home/apt,,7,0,,,1,0,0,0363 B70E F952 A884 FC0F
1188321489403645068,Wonderful 1st floor apartment for families/friends,3315498,Yuri,,Zuid,52.34874530143957,4.846191698851385,Entire home/apt,216,1,1,2024-08-21,0.15,1,105,1,0363 01F9 4437 4780 0995
1188352371436852568,Bright apartment near Vondelpark,391094382,Vera,,De Baarsjes - Oud-West,52.36059993113164,4.863928007604658,Entire home/apt,,3,2,2024-07-17,0.25,1,0,2,0363 ABE5 49E8 1620 7FFC
1188410958285858510,Appartement near Amstel river,13354013,Reinardus,,Oud-Oost,52.355464050345866,4.911266756492707,Entire home/apt,,3,2,2024-08-04,0.28,1,0,2,0363 5FF5 B97F 5CEF 9B73
1188812788695656178,City center appartement,13294409,Kelly,,De Baarsjes - Oud-West,52.36751,4.8683,Entire home/apt,470,2,4,2024-12-08,0.61,1,208,4,ADTV1244AB1289ERG9D0
1188933609678420234,Stunning and spacious canal home with roof deck,99924511,Sophia,,Centrum-Oost,52.36265057432689,4.908034129536496,Entire home/apt,470,4,3,2024-09-22,0.42,1,16,3,0363 4D17 0E82 E1DA 174F
1189003869916300080,Upscale Amsterdam Retreat | Garden | Best Location,9478268,Anne-Marie,,Zuid,52.35355780554544,4.879055940840006,Entire home/apt,,3,2,2025-01-01,0.29,1,0,2,0363 6507 DABF C180 4323
1189020432160334074,"Charming, light and spacious",64207968,Carolien,,Centrum-Oost,52.3679033741497,4.916985731581845,Entire home/apt,,5,4,2025-01-03,0.54,1,65,4,03635D289BFACC02006D
1189087983772420912,Modern loft/flat in the Jordaan.,20577311,Ana,,Centrum-West,52.380800695061744,4.889085584947154,Entire home/apt,,3,7,2025-02-15,0.96,1,0,7,0363 5C65 7A06 B569 9614
1189189858261083022,115 sqm Modern 2BR Apt,28020174,Farid,,Oostelijk Havengebied - Indische Buurt,52.366568456748126,4.9458663538098335,Entire home/apt,333,4,0,,,1,165,0,0363 9D59 256C 1319 1A76
1189736874693088555,Cosy Amsterdam city apartment with garden,508211274,Kristy,,Westerpark,52.389227537635804,4.889205694198608,Entire home/apt,227,3,6,2025-02-17,1.11,1,43,6,0363 9C90 50C5 EBED D866
1189740344584510422,Lovely and light Amsterdam Apartment,61851029,Emilie,,De Pijp - Rivierenbuurt,52.35703,4.8988,Entire home/apt,364,2,3,2024-10-07,0.38,1,59,3,0363 95B3 80BF 51AC F70C
1189792534975768356,Licht ruim modern appartement,36502446,Jaap Peter,,Bos en Lommer,52.382247912240544,4.851088052114885,Entire home/apt,150,1,2,2024-09-07,0.33,1,104,2,0363 8F2E 735F D2C1 9E9E
1189824732903254426,Lovely modern apartment central Amsterdam,10006607,Dana,,Centrum-Oost,52.372642,4.930751,Entire home/apt,171,2,3,2024-08-18,0.37,1,3,3,0363 BE6E EE65 DA32 8857
1189846802956607130,modern appartement,220880385,Floor,,Geuzenveld - Slotermeer,52.3718039,4.8321296,Entire home/apt,262,2,9,2024-11-26,1.25,1,32,9,0363 8D7D 7E7C A5DB BB8F
1189872982268114820,Charming & authentic dike house,220779110,Nina,,Oud-Noord,52.39148,4.93918,Entire home/apt,315,3,2,2024-09-14,0.30,1,360,2,036362A3E95A8B0DBEE7
1190403052849099365,The boat with the cat,454149319,Ruben,,Centrum-West,52.37782900112952,4.879371153967269,Entire home/apt,,1,5,2024-08-18,0.71,1,0,5,0363 4CC7 D8DC 4DAA F0D9
1190458095600452702,Studio Rapenburg,586595477,Christiaan,,Centrum-Oost,52.36771863489347,4.907457540132516,Entire home/apt,196,3,2,2024-08-10,0.28,1,10,2,0363 CFFF FDEA 103B 6B2C
1190467830233596046,Appartement in Amsterdam,37310575,Annika,,De Pijp - Rivierenbuurt,52.35599691890549,4.890731919533748,Entire home/apt,,2,6,2025-01-26,1.07,1,98,6,0363 C3E8 E707 3330 BA4C
1190507467659106794,Familie appartement in het park,3185335,Kim,,Slotervaart,52.36141372078731,4.842212907883594,Entire home/apt,356,3,1,2024-10-13,0.21,1,117,1,0363 14E5 53B1 8C3F 23CF
1190583275237207220,Cozy apartment near museum square,350835005,Sjeel,,Zuid,52.35447,4.88293,Entire home/apt,198,5,0,,,1,59,0,03631B52998A3C12C7E3
1190609122116039668,Simone's apartment,25539692,Simone,,Oud-Oost,52.35698416501818,4.926274412252025,Entire home/apt,,2,0,,,1,12,0,0363AFB9A5A6CA3DE613
1190618867636560360,2-person appartment Amsterdam,85234865,Iskander,,De Pijp - Rivierenbuurt,52.34066,4.90918,Entire home/apt,241,3,2,2024-09-28,0.36,1,171,2,0363 7F4E C4AF 3822 8F31
1190636751394616864,Centrale locatie aan het groen,190278130,Floor,,Westerpark,52.377734541757235,4.877006337046623,Entire home/apt,187,5,0,,,1,28,0,
1190682113806293210,Fijne gezinswoning in Amsterdam!,93125392,Wout,,Noord-West,52.41253297482243,4.8824990608307495,Entire home/apt,225,3,3,2024-12-30,0.45,1,80,3,0363 E622 517D 2BF4 7319
1190994692621586995,Spacious and green appartment,56107337,Marlet,,Oostelijk Havengebied - Indische Buurt,52.3633453192654,4.941229820251465,Entire home/apt,225,2,2,2024-07-27,0.27,1,29,2,0363DD2F987918052484
1191133100534520608,Cosy and Simple Apartment,165021676,Monique,,Oostelijk Havengebied - Indische Buurt,52.36547,4.94355,Entire home/apt,124,29,1,2024-07-10,0.13,1,363,1,0363 2F3A 24D4 B2E7 4273
1191253675244353065,Luxe local house in de Pijp,479491811,Vito,,De Pijp - Rivierenbuurt,52.3557253,4.8922602,Entire home/apt,382,4,4,2024-08-19,0.57,1,73,4,0363 C9B7 23EF EB8B 83E4
1191384716371811970,Apartment in Amsterdam with airco,34127173,Anouk,,De Baarsjes - Oud-West,52.36831,4.85278,Entire home/apt,162,2,2,2024-10-19,0.34,1,240,2,0363 1941 7559 392A 12E1
1191393033062350953,"Tiny house - 4,2 km from Amsterdam central station",91265439,Arnoud,,Noord-West,52.41754,4.89737,Entire home/apt,,2,2,2024-10-21,0.36,1,0,2,0363 B2DE D3BB CA47 D488
1191447841654652003,Bright central apartment by Museum square,29656363,Samuel,,Zuid,52.35227,4.88325,Entire home/apt,145,2,6,2025-02-22,0.87,1,9,6,0363 37E8 4E24 B78A 0F31
1191747436483183178,Cosy apartment - Vondelpark,29864436,Tara,,De Baarsjes - Oud-West,52.36137,4.86073,Entire home/apt,,4,0,,,1,1,0,0363 8554 A054 79D4 1652
1191791699151377770,NLS Amsterdam,555844010,Dejan,,Centrum-West,52.37473418061022,4.87811241298914,Entire home/apt,405,1,13,2025-01-29,1.71,1,79,13,0363 C3F1 E057 0B2E 5B8B
1191844345277857169,Charming family home with garden D,8725057,David,,Zuid,52.347097664638476,4.848237577771019,Entire home/apt,,4,2,2024-08-28,0.30,1,0,2,0363 5624 313E 375C 265B
1191876385499752009,Lovely Family Home w. Garden,411614718,Thomas,,Noord-West,52.41077019999999,4.8882028,Entire home/apt,293,2,0,,,1,168,0,0363 DC71 B73F D1EF 1430
